paths    spawn_tags    blacklisted    spawn_value    spawn_price    prob_accompanying_obj    all_accompanying_obj
/obj/item/organ/internal/scaffold/aberrant/teratoma/input/reagents/drugs    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/input/reagents/fungal    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/input/reagents/dispenser    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/input/consume    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/input/damage    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/input/damage/basic    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/input/damage/all    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/input/power_source    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/process    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/process/map    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/process/multiplier    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/process/multiplier/negative_low    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/process/multiplier/negative    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/process/multiplier/low    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/process/multiplier/high    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/process/cooldown    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/process/cooldown/long    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/process/cooldown/negative    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/output    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/output/reagents_blood    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/output/reagents_blood/roach    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/output/reagents_blood/spider    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/output/reagents_blood/drugs    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/output/reagents_blood/fungal    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/output/reagents_blood/industrial    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/output/reagents_blood/dispenser_base    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/output/reagents_blood/dispenser_one    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/output/reagents_blood/dispenser_two    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/output/reagents_ingest    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/output/reagents_ingest/edible    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/output/reagents_ingest/alcohol    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/output/chemical_effects    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/output/chemical_effects/type_1    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/output/chemical_effects/type_2    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/output/stat_boost    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/output/produce    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/output/produce/light_antag    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/output/chem_smoke    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/special    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/special/chemical_effect    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/special/stat_boost    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/special/parasitic    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/special/commensal    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/scaffold/aberrant/teratoma/special/mutual    obj;item;aberrant_organ    blacklisted=1    spawn_value=1.6129   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/vital    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/vital/brain    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=7.71948   spawn_price=900   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/vital/brain/slime    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=7.71948   spawn_price=900   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/vital/brain/golem    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=7.71948   spawn_price=900   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/vital/heart    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=7.69231   spawn_price=1000   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/vital/heart/open    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=7.69231   spawn_price=1000   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/vital/heart/huge    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=7.69231   spawn_price=1000   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/vital/lungs    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.01467   spawn_price=300   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/vital/lungs/long    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.01467   spawn_price=300   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/appendix    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.54776   spawn_price=50   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/blood_vessel    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/blood_vessel/extensive    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/bone    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/bone/chest    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/bone/chest/robotic    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/bone/groin    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/bone/groin/robotic    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/bone/head    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/bone/head/robotic    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/bone/r_arm    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/bone/r_arm/robotic    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/bone/l_arm    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/bone/l_arm/robotic    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/bone/r_leg    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/bone/r_leg/robotic    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/bone/l_leg    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/bone/l_leg/robotic    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/borer    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/eyes    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/eyes/oneeye    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/eyes/oneeye/right    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/eyes/heterohromia    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/kidney    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=7.93521   spawn_price=400   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/kidney/left    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=7.93521   spawn_price=400   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/kidney/right    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=7.93521   spawn_price=400   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/liver    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=7.71948   spawn_price=900   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/liver/big    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=7.71948   spawn_price=900   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/cell    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/optical_sensor    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/mmi_holder    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/mmi_holder/posibrain    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/muscle    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/muscle/robotic    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/muscle/super_muscle    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/nerve    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/nerve/robotic    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/nerve/sensitive_nerve    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=8.33333   spawn_price=100   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/internal/stomach    obj;item;organ;organ_organic;organ_internal    blacklisted=0    spawn_value=7.78507   spawn_price=700   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/head    obj;item;organ;organ_organic;organ_external    blacklisted=0    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/stump    obj;item;organ;organ_organic;organ_external    blacklisted=0    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/l_arm    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/r_arm    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/l_leg    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/r_leg    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/groin    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/frozen_star/l_arm    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=7.90313   spawn_price=450   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/frozen_star/r_arm    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=7.90313   spawn_price=450   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/frozen_star/l_leg    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=7.90313   spawn_price=450   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/frozen_star/r_leg    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=7.90313   spawn_price=450   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/technomancer/l_arm    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=7.78507   spawn_price=700   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/technomancer/r_arm    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=7.78507   spawn_price=700   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/technomancer/l_leg    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=7.78507   spawn_price=700   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/technomancer/r_leg    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=7.78507   spawn_price=700   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/technomancer/groin    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=7.78507   spawn_price=700   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/technomancer/torso    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=7.78507   spawn_price=700   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/technomancer/head    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=7.78507   spawn_price=700   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/moebius/l_arm    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.06586   spawn_price=250   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/moebius/r_arm    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.06586   spawn_price=250   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/moebius/l_leg    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.06586   spawn_price=250   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/moebius/r_leg    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.06586   spawn_price=250   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/moebius/groin    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.06586   spawn_price=250   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/moebius/torso    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.06586   spawn_price=250   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/moebius/head    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.06586   spawn_price=250   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/moebius/reinforced/l_arm    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.01467   spawn_price=300   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/moebius/reinforced/r_arm    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.01467   spawn_price=300   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/moebius/reinforced/l_leg    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.01467   spawn_price=300   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/moebius/reinforced/r_leg    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.01467   spawn_price=300   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/moebius/reinforced/groin    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.01467   spawn_price=300   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/moebius/reinforced/torso    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.01467   spawn_price=300   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/moebius/reinforced/head    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.01467   spawn_price=300   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/excelsior/l_arm    obj;item;organ;organ_prosthetic;organ_external    blacklisted=1    spawn_value=7.82586   spawn_price=600   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/excelsior/r_arm    obj;item;organ;organ_prosthetic;organ_external    blacklisted=1    spawn_value=7.82586   spawn_price=600   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/excelsior/l_leg    obj;item;organ;organ_prosthetic;organ_external    blacklisted=1    spawn_value=7.82586   spawn_price=600   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/excelsior/r_leg    obj;item;organ;organ_prosthetic;organ_external    blacklisted=1    spawn_value=7.82586   spawn_price=600   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/excelsior/groin    obj;item;organ;organ_prosthetic;organ_external    blacklisted=1    spawn_value=7.82586   spawn_price=600   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/excelsior/chest    obj;item;organ;organ_prosthetic;organ_external    blacklisted=1    spawn_value=7.82586   spawn_price=600   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/excelsior/head    obj;item;organ;organ_prosthetic;organ_external    blacklisted=1    spawn_value=7.82586   spawn_price=600   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/one_star/l_arm    obj;item;organ;organ_prosthetic;organ_external;organ_prosthetic_os;os_tech;onestar    blacklisted=1    spawn_value=7.71948   spawn_price=900   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/one_star/r_arm    obj;item;organ;organ_prosthetic;organ_external;organ_prosthetic_os;os_tech;onestar    blacklisted=1    spawn_value=7.71948   spawn_price=900   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/one_star/l_leg    obj;item;organ;organ_prosthetic;organ_external;organ_prosthetic_os;os_tech;onestar    blacklisted=1    spawn_value=7.71948   spawn_price=900   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/one_star/r_leg    obj;item;organ;organ_prosthetic;organ_external;organ_prosthetic_os;os_tech;onestar    blacklisted=1    spawn_value=7.71948   spawn_price=900   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/makeshift/l_arm    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/makeshift/r_arm    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/makeshift/l_leg    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/makeshift/r_leg    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/makeshift/groin    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/robotic/makeshift/chest    obj;item;organ;organ_prosthetic;organ_external    blacklisted=0    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/skeletal    obj;item;organ;organ_organic;organ_external    blacklisted=0    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
/obj/item/organ/external/skeletal/chest    obj;item;organ;organ_organic;organ_external    blacklisted=0    spawn_value=8.1294   spawn_price=200   prob_accompanying_obj=100    accompanying_objs=nothing
